work_year,job_title,salary_currency,salary,work_setting,company_location,company_size
2023,Machine Learning Engineer,USD,170700,In-person,United States,M
2023,Machine Learning Engineer,USD,113900,In-person,United States,M
2023,Data Engineer,USD,184000,In-person,United States,M
2023,Data Engineer,USD,123000,In-person,United States,M
2023,Machine Learning Engineer,USD,280000,In-person,United States,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Data Engineer,USD,185000,In-person,United States,L
2023,Data Engineer,USD,81000,In-person,United States,L
2023,Machine Learning Engineer,USD,220000,In-person,United States,M
2023,Machine Learning Engineer,USD,80000,In-person,United States,M
2023,Data Scientist,USD,185000,In-person,United States,M
2023,Data Scientist,USD,123000,In-person,United States,M
2023,Data Manager,USD,80000,In-person,United States,M
2023,Data Manager,USD,75000,In-person,United States,M
2023,Research Scientist,USD,150000,In-person,United States,M
2023,Research Scientist,USD,130000,In-person,United States,M
2023,Data Analyst,USD,53000,Remote,United States,M
2023,Data Analyst,USD,48000,Remote,United States,M
2023,Analytics Engineer,GBP,300000,In-person,United Kingdom,M
2023,Analytics Engineer,GBP,60000,In-person,United Kingdom,M
2023,Data Scientist,USD,150000,In-person,United States,M
2023,Data Scientist,USD,125000,In-person,United States,M
2023,Data Scientist,USD,150000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Data Engineer,GBP,57500,In-person,United Kingdom,M
2023,Data Engineer,GBP,54500,In-person,United Kingdom,M
2023,Data Engineer,USD,190000,In-person,United States,M
2023,Data Engineer,USD,170000,In-person,United States,M
2023,Data Analyst,USD,125000,Remote,United States,M
2023,Data Analyst,USD,115000,Remote,United States,M
2023,Data Engineer,USD,130000,Remote,United States,M
2023,Data Engineer,USD,101570,Remote,United States,M
2023,Data Engineer,USD,150000,Remote,United States,M
2023,Data Engineer,USD,115000,Remote,United States,M
2023,Data Engineer,USD,184000,In-person,United States,M
2023,Data Engineer,USD,123000,In-person,United States,M
2023,Computer Vision Engineer,USD,194000,In-person,United States,M
2023,Computer Vision Engineer,USD,175000,In-person,United States,M
2023,Data Analyst,USD,185000,In-person,United States,M
2023,Data Analyst,USD,160000,In-person,United States,M
2023,Data Engineer,USD,185000,In-person,United States,M
2023,Data Engineer,USD,50000,In-person,United States,M
2023,Data Manager,USD,80000,In-person,United States,M
2023,Data Manager,USD,70000,In-person,United States,M
2023,Machine Learning Engineer,USD,254000,In-person,United States,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Data Engineer,USD,130916,In-person,United States,M
2023,Data Engineer,USD,120000,In-person,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Applied Scientist,USD,218213,Remote,United States,M
2023,Applied Scientist,USD,178538,Remote,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,316000,In-person,United States,M
2023,Data Scientist,USD,202000,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Scientist,USD,189750,Remote,United States,M
2023,Data Scientist,USD,119213,Remote,United States,M
2023,Analytics Engineer,USD,162000,In-person,United States,M
2023,Analytics Engineer,USD,130000,In-person,United States,M
2023,Data Visualization Specialist,USD,170200,In-person,United States,M
2023,Data Visualization Specialist,USD,83900,In-person,United States,M
2023,Business Intelligence Engineer,USD,202800,In-person,United States,L
2023,Business Intelligence Engineer,USD,104300,In-person,United States,L
2023,Machine Learning Engineer,USD,250944,Remote,United States,M
2023,Machine Learning Engineer,USD,205318,Remote,United States,M
2023,Data Engineer,USD,155000,In-person,United States,M
2023,Data Engineer,USD,125000,In-person,United States,M
2023,Data Scientist,USD,135000,In-person,United States,M
2023,Data Scientist,USD,114000,In-person,United States,M
2023,Data Scientist,USD,218213,Remote,United States,M
2023,Data Scientist,USD,178538,Remote,United States,M
2023,Research Scientist,USD,240000,In-person,United States,M
2023,Research Scientist,USD,163200,In-person,United States,M
2023,Machine Learning Engineer,USD,258800,In-person,United States,M
2023,Machine Learning Engineer,USD,199200,In-person,United States,M
2023,Data Scientist,USD,215625,Remote,United States,M
2023,Data Scientist,USD,159375,Remote,United States,M
2023,ML Engineer,USD,155000,In-person,United States,M
2023,ML Engineer,USD,125000,In-person,United States,M
2023,Data Engineer,USD,170000,Remote,United States,M
2023,Data Engineer,USD,100000,Remote,United States,M
2023,Machine Learning Engineer,USD,234000,Remote,United States,M
2023,Machine Learning Engineer,USD,208000,Remote,United States,M
2023,Research Engineer,USD,203000,In-person,United States,M
2023,Research Engineer,USD,133000,In-person,United States,M
2023,Data Science Manager,USD,272400,In-person,United States,L
2023,Data Science Manager,USD,140100,In-person,United States,L
2023,Data Engineer,USD,282000,In-person,United States,M
2023,Data Engineer,USD,208000,In-person,United States,M
2023,Data Analyst,USD,93919,Remote,United States,M
2023,Data Analyst,USD,51962,Remote,United States,M
2023,Data Scientist,USD,211000,Remote,United States,M
2023,Data Scientist,USD,185000,Remote,United States,M
2023,BI Analyst,USD,118800,Remote,United States,M
2023,BI Analyst,USD,75000,Remote,United States,M
2023,Machine Learning Engineer,USD,159350,In-person,United States,M
2023,Machine Learning Engineer,USD,130100,In-person,United States,M
2023,Data Scientist,USD,262000,Remote,United States,M
2023,Data Scientist,USD,245000,Remote,United States,M
2023,Data Scientist,USD,190000,Remote,United States,M
2023,Data Scientist,USD,150000,Remote,United States,M
2023,Analytics Engineer,USD,205218,In-person,United States,M
2023,Analytics Engineer,USD,136743,In-person,United States,M
2023,Research Analyst,USD,185000,In-person,United States,L
2023,Research Analyst,USD,94600,In-person,United States,L
2023,Research Analyst,USD,160000,In-person,United States,M
2023,Research Analyst,USD,107000,In-person,United States,M
2023,Machine Learning Engineer,USD,264400,Remote,United States,M
2023,Machine Learning Engineer,USD,176300,Remote,United States,M
2023,Research Analyst,USD,160000,In-person,United States,M
2023,Research Analyst,USD,107000,In-person,United States,M
2023,Research Scientist,USD,275000,In-person,United States,M
2023,Research Scientist,USD,175000,In-person,United States,M
2023,ML Engineer,USD,76000,In-person,United States,L
2023,Insight Analyst,EUR,50000,Remote,Portugal,M
2023,Insight Analyst,EUR,40000,Remote,Portugal,M
2023,Data Analyst,USD,80800,In-person,United States,M
2023,Data Analyst,USD,53800,In-person,United States,M
2023,Business Intelligence Analyst,USD,150000,In-person,United States,M
2023,Business Intelligence Analyst,USD,125000,In-person,United States,M
2023,Data Scientist,USD,210000,Remote,United States,M
2023,Data Scientist,USD,180000,Remote,United States,M
2023,Data Engineer,USD,210000,In-person,United States,M
2023,Data Engineer,USD,155000,In-person,United States,M
2023,Data Scientist,USD,169500,Remote,United States,M
2023,Data Scientist,USD,138000,Remote,United States,M
2023,Data Engineer,USD,226700,In-person,United States,M
2023,Data Engineer,USD,133300,In-person,United States,M
2023,Research Scientist,USD,278700,In-person,United States,M
2023,Research Scientist,USD,159300,In-person,United States,M
2023,AI Engineer,USD,180000,In-person,United States,M
2023,AI Engineer,USD,120000,In-person,United States,M
2023,Business Intelligence Engineer,USD,125000,Remote,United States,M
2023,Business Intelligence Engineer,USD,115000,Remote,United States,M
2023,Data Science Manager,USD,297300,Remote,United States,M
2023,Data Science Manager,USD,198200,Remote,United States,M
2023,Data Scientist,USD,204500,In-person,United States,M
2023,Data Scientist,USD,138900,In-person,United States,M
2023,Data Manager,USD,110400,In-person,United States,M
2023,Data Manager,USD,68000,In-person,United States,M
2023,Data Scientist,USD,260600,In-person,United States,M
2023,Data Scientist,USD,170500,In-person,United States,M
2023,Data Integration Specialist,USD,63750,Remote,United States,M
2023,Data Integration Specialist,USD,46400,Remote,United States,M
2023,Data Scientist,USD,214872,Remote,United States,M
2023,Data Scientist,USD,186846,Remote,United States,M
2023,Data Analyst,USD,95000,In-person,United States,M
2023,Data Analyst,USD,70600,In-person,United States,M
2023,Data Analyst,USD,149500,Remote,United States,M
2023,Data Analyst,USD,127075,Remote,United States,M
2023,Data Engineer,USD,162000,Remote,United States,M
2023,Data Engineer,USD,111000,Remote,United States,M
2023,Machine Learning Scientist,USD,280000,Remote,United States,M
2023,Machine Learning Scientist,USD,182750,Remote,United States,M
2023,Research Scientist,USD,212800,In-person,United States,L
2023,Research Scientist,USD,124100,In-person,United States,L
2023,Research Engineer,USD,196000,In-person,United States,M
2023,Research Engineer,USD,142600,In-person,United States,M
2023,Business Intelligence Engineer,USD,185000,In-person,United States,L
2023,Business Intelligence Engineer,USD,79600,In-person,United States,L
2023,Data Architect,USD,193000,Remote,United States,M
2023,Data Architect,USD,110000,Remote,United States,M
2023,Data Scientist,USD,245000,In-person,United States,M
2023,Data Scientist,USD,185000,In-person,United States,M
2023,Data Engineer,USD,154000,In-person,United States,M
2023,Data Engineer,USD,103000,In-person,United States,M
2023,Data Analyst,USD,80000,In-person,United States,M
2023,Data Analyst,USD,70000,In-person,United States,M
2023,Data Engineer,USD,250000,In-person,United States,M
2023,Data Engineer,USD,225000,In-person,United States,M
2023,Data Analyst,USD,90000,In-person,United States,M
2023,Data Analyst,USD,80000,In-person,United States,M
2023,Data Analyst,GBP,50000,In-person,United Kingdom,M
2023,Data Analyst,GBP,40000,In-person,United Kingdom,M
2023,Data Engineer,USD,205000,In-person,United States,M
2023,Data Engineer,USD,167500,In-person,United States,M
2023,Data Scientist,USD,202600,Remote,United States,M
2023,Data Scientist,USD,168800,Remote,United States,M
2023,Data Scientist,USD,164000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Machine Learning Engineer,USD,240000,Remote,Ukraine,M
2023,Machine Learning Engineer,USD,220000,Remote,Ukraine,M
2023,Data Scientist,USD,168000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Data Engineer,USD,185900,In-person,United States,M
2023,Data Engineer,USD,129300,In-person,United States,M
2023,Machine Learning Engineer,USD,297300,Remote,United States,M
2023,Machine Learning Engineer,USD,198200,Remote,United States,M
2023,Machine Learning Engineer,USD,190000,Remote,United States,M
2023,Machine Learning Engineer,USD,156000,Remote,United States,M
2023,Machine Learning Engineer,USD,205000,In-person,United States,M
2023,Machine Learning Engineer,USD,152000,In-person,United States,M
2023,Data Science Practitioner,USD,196500,In-person,United States,M
2023,Data Science Practitioner,USD,97300,In-person,United States,M
2023,Machine Learning Engineer,USD,260000,In-person,United States,M
2023,Machine Learning Engineer,USD,192000,In-person,United States,M
2023,Applied Scientist,USD,216000,Remote,United States,M
2023,Applied Scientist,USD,184000,Remote,United States,M
2023,Machine Learning Engineer,USD,192000,Remote,United States,M
2023,Machine Learning Engineer,USD,164000,Remote,United States,M
2023,Machine Learning Engineer,USD,227700,Remote,United States,M
2023,Machine Learning Engineer,USD,154836,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Scientist,USD,140000,Remote,United States,M
2023,Data Scientist,USD,168000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Machine Learning Engineer,USD,285000,In-person,United States,L
2023,Machine Learning Engineer,USD,190000,In-person,United States,L
2023,Research Scientist,USD,405000,In-person,United States,L
2023,Research Scientist,USD,270000,In-person,United States,L
2023,Data Engineer,USD,214300,In-person,United States,M
2023,Data Engineer,USD,108500,In-person,United States,M
2023,Data Scientist,USD,145000,Remote,United States,M
2023,Data Scientist,USD,115000,Remote,United States,M
2023,Data Science Engineer,USD,130000,Remote,United States,M
2023,Data Science Engineer,USD,113000,Remote,United States,M
2023,Data Scientist,USD,194500,In-person,United States,M
2023,Data Scientist,USD,110250,In-person,United States,M
2023,Data Scientist,USD,295000,In-person,United States,M
2023,Data Scientist,USD,177300,In-person,United States,M
2023,Data Analyst,GBP,45000,Remote,United Kingdom,M
2023,Data Analyst,GBP,36000,Remote,United Kingdom,M
2023,Data Scientist,USD,136000,Remote,United States,M
2023,Data Scientist,USD,104000,Remote,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Applied Scientist,USD,192000,Remote,United States,M
2023,Applied Scientist,USD,164000,Remote,United States,M
2023,Data Engineer,USD,220000,In-person,United States,M
2023,Data Engineer,USD,187000,In-person,United States,M
2023,Director of Data Science,USD,353200,In-person,United States,M
2023,Director of Data Science,USD,249300,In-person,United States,M
2023,Data Analyst,USD,85000,In-person,United States,M
2023,Data Analyst,USD,79000,In-person,United States,M
2023,Machine Learning Engineer,USD,214500,In-person,United States,M
2023,Machine Learning Engineer,USD,132600,In-person,United States,M
2023,Data Engineer,USD,131000,In-person,United States,M
2023,Data Engineer,USD,130000,In-person,United States,M
2023,Data Scientist,USD,153600,In-person,United States,M
2023,Data Scientist,USD,106800,In-person,United States,M
2023,Applied Scientist,USD,220000,Remote,United States,M
2023,Applied Scientist,USD,163000,Remote,United States,M
2023,Data Scientist,USD,168000,Remote,United States,M
2023,Data Scientist,USD,130000,Remote,United States,M
2023,Data Scientist,USD,107400,In-person,United States,M
2023,Data Scientist,USD,101500,In-person,United States,M
2023,Data Manager,USD,80000,In-person,United States,M
2023,Data Manager,USD,70000,In-person,United States,M
2023,Data Engineer,EUR,75000,Hybrid,France,M
2023,Research Scientist,USD,300000,In-person,United States,M
2023,Research Scientist,USD,100000,In-person,United States,M
2023,Data Architect,USD,175000,Remote,United States,M
2023,Data Architect,USD,135000,Remote,United States,M
2023,Data Scientist,USD,164000,In-person,United States,M
2023,Data Scientist,USD,130000,In-person,United States,M
2023,Data Scientist,USD,300000,In-person,United States,M
2023,Data Scientist,USD,211000,In-person,United States,M
2023,Machine Learning Engineer,USD,276000,In-person,United States,M
2023,Machine Learning Engineer,USD,184000,In-person,United States,M
2023,Data Analyst,USD,115000,Remote,United States,M
2023,Data Analyst,USD,110000,Remote,United States,M
2023,Data Engineer,USD,139810,In-person,United States,M
2023,Data Engineer,USD,95325,In-person,United States,M
2023,Data Analyst,USD,167000,In-person,United States,M
2023,Data Analyst,USD,150000,In-person,United States,M
2023,Data Engineer,USD,144000,In-person,United States,M
2023,Data Engineer,USD,96000,In-person,United States,M
2023,Data Engineer,USD,140000,In-person,United States,M
2023,Data Engineer,USD,125000,In-person,United States,M
2023,Analytics Engineer,USD,145000,Remote,United States,M
2023,Analytics Engineer,USD,116000,Remote,United States,M
2023,Data Scientist,USD,161000,In-person,United States,M
2023,Data Scientist,USD,116300,In-person,United States,M
2023,Data Analyst,USD,140000,In-person,United States,M
2023,Data Analyst,USD,125000,In-person,United States,M
2023,Data Architect,USD,175564,Remote,United States,M
2023,Data Architect,USD,144854,Remote,United States,M
2023,Machine Learning Engineer,USD,225000,In-person,United States,M
2023,Machine Learning Engineer,USD,166000,In-person,United States,M
2023,Analytics Engineer,USD,190000,In-person,United States,M
2023,Analytics Engineer,USD,150000,In-person,United States,M
2023,Machine Learning Engineer,USD,225000,In-person,United States,M
2023,Machine Learning Engineer,USD,166000,In-person,United States,M
2023,Data Scientist,USD,151300,Remote,United States,M
2023,Data Scientist,USD,126100,Remote,United States,M
2023,Research Engineer,USD,190000,In-person,United States,M
2023,Research Engineer,USD,152000,In-person,United States,M
2023,Data Scientist,USD,202600,Remote,United States,M
2023,Data Scientist,USD,168800,Remote,United States,M
2023,Machine Learning Engineer,USD,190000,In-person,United States,M
2023,Machine Learning Engineer,USD,150000,In-person,United States,M
2023,Data Analyst,USD,180000,Remote,United States,M
2023,Data Analyst,USD,125000,Remote,United States,M
2023,Business Intelligence Analyst,USD,113000,In-person,United States,M
2023,Business Intelligence Analyst,USD,90400,In-person,United States,M
2023,Business Intelligence Engineer,USD,204300,In-person,United States,M
2023,Business Intelligence Engineer,USD,139000,In-person,United States,M
2023,Data Engineer,USD,282000,In-person,United States,M
2023,Data Engineer,USD,208000,In-person,United States,M
2023,Data Engineer,USD,185000,In-person,United States,M
2023,Data Engineer,USD,124000,In-person,United States,M
2023,Research Scientist,USD,240000,In-person,United States,M
2023,Research Scientist,USD,157000,In-person,United States,M
2023,Machine Learning Engineer,USD,212800,In-person,United States,L
2023,Machine Learning Engineer,USD,111600,In-person,United States,L
2023,Data Architect,USD,183000,In-person,United States,M
2023,Data Architect,USD,147000,In-person,United States,M
2023,Data Engineer,USD,169000,In-person,United States,M
2023,Data Engineer,USD,91000,In-person,United States,M
2023,Data Architect,USD,210000,In-person,United States,M
2023,Data Architect,USD,160000,In-person,United States,M
2023,Data Analyst,USD,70900,In-person,United States,M
2023,Data Analyst,USD,49000,In-person,United States,M
2023,Data Architect,USD,193000,In-person,United States,M
2023,Data Architect,USD,128000,In-person,United States,M
2023,Data Scientist,USD,168000,In-person,United States,M
2023,Data Scientist,USD,130000,In-person,United States,M
2023,Data Engineer,USD,154000,In-person,United States,M
2023,Data Engineer,USD,103000,In-person,United States,M
2023,Data Analyst,USD,93918,In-person,United States,M
2023,Data Analyst,USD,51962,In-person,United States,M
2023,Data Scientist,USD,180000,In-person,United States,M
2023,Data Scientist,USD,160000,In-person,United States,M
2023,Data Scientist,USD,140000,In-person,United States,M
2023,Data Scientist,USD,140000,In-person,United States,M
2023,Data Engineer,USD,275000,In-person,Canada,M
2023,Data Engineer,USD,243000,In-person,Canada,M
2023,Data Scientist,USD,215000,In-person,United States,M
2023,Data Scientist,USD,160000,In-person,United States,M
2023,Data Engineer,USD,174500,In-person,United States,M
2023,Data Engineer,USD,113000,In-person,United States,M
2023,Data Analyst,USD,125000,Remote,United States,M
2023,Data Analyst,USD,80000,Remote,United States,M
2023,Data Engineer,USD,145000,Remote,United States,M
2023,Data Engineer,USD,115000,Remote,United States,M
2023,Machine Learning Engineer,USD,260000,In-person,United States,M
2023,Machine Learning Engineer,USD,160000,In-person,United States,M
2023,Data Scientist,USD,202000,Remote,United States,M
2023,Data Scientist,USD,140000,Remote,United States,M
2023,Data Scientist,CAD,130000,Remote,Canada,S
2023,Machine Learning Engineer,USD,250000,In-person,United States,M
2023,Machine Learning Engineer,USD,140000,In-person,United States,M
2023,Data Analyst,EUR,45000,Remote,Portugal,M
2023,Data Analyst,EUR,40000,Remote,Portugal,M
2023,Data Science Manager,USD,204000,Remote,United States,M
2023,Data Science Manager,USD,127500,Remote,United States,M
2023,Data Analyst,USD,145500,In-person,United States,M
2023,Data Analyst,USD,108000,In-person,United States,M
2023,Data Engineer,USD,206000,Remote,United States,M
2023,Data Engineer,USD,175100,Remote,United States,M
2023,Data Analyst,USD,122500,Remote,United States,M
2023,Data Analyst,USD,82500,Remote,United States,M
2023,Data Manager,USD,110400,In-person,United States,M
2023,Data Manager,USD,68000,In-person,United States,M
2023,Data Scientist,USD,190000,Remote,United States,M
2023,Data Scientist,USD,160000,Remote,United States,M
2023,Data Analyst,USD,95000,In-person,United States,M
2023,Data Analyst,USD,75000,In-person,United States,M
2023,Data Scientist,USD,136000,Remote,United States,M
2023,Data Scientist,USD,104000,Remote,United States,M
2023,Data Analyst,USD,130000,In-person,United States,M
2023,Data Analyst,USD,105000,In-person,United States,M
2023,Data Engineer,USD,154000,In-person,United States,M
2023,Data Engineer,USD,103000,In-person,United States,M
2023,Director of Data Science,USD,217000,In-person,United States,M
2023,Director of Data Science,USD,192000,In-person,United States,M
2023,Data Engineer,USD,170000,In-person,United States,M
2023,Data Engineer,USD,100000,In-person,United States,M
2023,Data Specialist,USD,90000,In-person,United States,M
2023,Data Specialist,USD,60000,In-person,United States,M
2023,AI Engineer,USD,350000,In-person,United States,M
2023,AI Engineer,USD,168000,In-person,United States,M
2023,Data Science Manager,USD,234900,In-person,United States,M
2023,Data Science Manager,USD,113500,In-person,United States,M
2023,Data Engineer,USD,385000,In-person,United States,M
2023,Data Engineer,USD,245000,In-person,United States,M
2023,Data Engineer,USD,255000,In-person,United States,M
2023,Data Engineer,USD,255000,In-person,United States,M
2023,Data Visualization Engineer,USD,170200,In-person,United States,M
2023,Data Visualization Engineer,USD,83900,In-person,United States,M
2023,Data Science Practitioner,USD,170200,In-person,United States,M
2023,Data Science Practitioner,USD,83900,In-person,United States,M
2023,Data Engineer,USD,202500,In-person,United States,M
2023,Data Engineer,USD,177500,In-person,United States,M
2023,Data Scientist,USD,308000,In-person,United States,M
2023,Data Scientist,USD,144000,In-person,United States,M
2023,Data Engineer,USD,130000,Remote,United States,M
2023,Data Engineer,USD,101570,Remote,United States,M
2023,Data Engineer,USD,300000,In-person,United States,M
2023,Data Engineer,USD,150000,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Manager,USD,145000,In-person,United States,M
2023,Data Manager,USD,130000,In-person,United States,M
2023,Data Modeler,USD,155000,Remote,United States,L
2023,Data Modeler,USD,130000,Remote,United States,L
2023,Data Scientist,USD,240000,Remote,United States,M
2023,Data Scientist,USD,180000,Remote,United States,M
2023,AI Engineer,USD,170200,In-person,United States,M
2023,AI Engineer,USD,83900,In-person,United States,M
2023,Data Scientist,USD,210000,In-person,United States,M
2023,Data Scientist,USD,165000,In-person,United States,M
2023,Research Scientist,USD,300000,In-person,United States,M
2023,Research Scientist,USD,150000,In-person,United States,M
2023,ML Engineer,USD,300000,In-person,United States,M
2023,ML Engineer,USD,150000,In-person,United States,M
2023,Data Scientist,USD,212800,In-person,United States,L
2023,Data Scientist,USD,111600,In-person,United States,L
2023,Data Engineer,USD,213600,In-person,United States,M
2023,Data Engineer,USD,103200,In-person,United States,M
2023,Data Scientist,USD,230000,Remote,Canada,M
2023,Data Scientist,USD,153000,Remote,Canada,M
2023,Research Engineer,USD,308000,In-person,United States,M
2023,Research Engineer,USD,190400,In-person,United States,M
2023,Data Scientist,USD,204000,Remote,United States,M
2023,Data Scientist,USD,127500,Remote,United States,M
2023,Data Scientist,USD,250000,In-person,United States,M
2023,Data Scientist,USD,125000,In-person,United States,M
2023,Research Engineer,USD,385000,In-person,United States,M
2023,Research Engineer,USD,310000,In-person,United States,M
2023,Data Analyst,USD,120000,Remote,United States,M
2023,Data Analyst,USD,88000,Remote,United States,M
2023,Machine Learning Engineer,USD,158000,Remote,United States,M
2023,Machine Learning Engineer,USD,108000,Remote,United States,M
2023,Data Engineer,USD,385000,In-person,United States,M
2023,Data Engineer,USD,310000,In-person,United States,M
2023,Data Engineer,USD,247300,In-person,United States,M
2023,Data Engineer,USD,139700,In-person,United States,M
2023,Data Scientist,USD,240000,Remote,United States,M
2023,Data Scientist,USD,180000,Remote,United States,M
2023,Data Engineer,USD,130000,Remote,United States,M
2023,Data Engineer,USD,101570,Remote,United States,M
2023,Data Scientist,USD,210000,In-person,United States,M
2023,Data Scientist,USD,165000,In-person,United States,M
2023,AI Engineer,USD,170200,In-person,United States,M
2023,AI Engineer,USD,83900,In-person,United States,M
2023,Applied Scientist,USD,222200,In-person,United States,L
2023,Applied Scientist,USD,136000,In-person,United States,L
2023,Data Engineer,USD,169000,In-person,United States,M
2023,Data Engineer,USD,91000,In-person,United States,M
2023,Data Scientist,USD,135000,In-person,United States,M
2023,Data Scientist,USD,110000,In-person,United States,M
2023,Data Engineer,GBP,105000,In-person,United Kingdom,M
2023,Data Engineer,GBP,80000,In-person,United Kingdom,M
2023,AI Engineer,GBP,300000,In-person,United Kingdom,M
2023,AI Engineer,GBP,33063,In-person,United Kingdom,M
2023,Research Scientist,USD,150000,Remote,United States,M
2023,Research Scientist,USD,130000,Remote,United States,M
2023,Data Engineer,USD,128000,In-person,United States,M
2023,Data Engineer,USD,81500,In-person,United States,M
2023,Data Architect,USD,306000,Remote,United States,M
2023,Data Architect,USD,204000,Remote,United States,M
2023,Data Scientist,USD,185900,In-person,United States,M
2023,Data Scientist,USD,129300,In-person,United States,M
2023,Machine Learning Engineer,USD,204500,In-person,United States,M
2023,Machine Learning Engineer,USD,142200,In-person,United States,M
2023,Machine Learning Engineer,EUR,70000,In-person,Netherlands,M
2023,Data Engineer,USD,18000,Hybrid,India,M
2023,Data Analyst,GBP,300000,In-person,United Kingdom,M
2023,Data Analyst,GBP,50000,In-person,United Kingdom,M
2023,Head of Data,USD,270000,Remote,United States,M
2023,Head of Data,USD,200000,Remote,United States,M
2023,Data Scientist,USD,204500,In-person,United States,M
2023,Data Scientist,USD,142200,In-person,United States,M
2023,Data Analyst,GBP,75000,In-person,United Kingdom,M
2023,Data Analyst,GBP,55000,In-person,United Kingdom,M
2023,Data Engineer,USD,188600,In-person,United States,M
2023,Data Engineer,USD,111550,In-person,United States,M
2023,Machine Learning Engineer,USD,230000,In-person,United States,M
2023,Machine Learning Engineer,USD,160000,In-person,United States,M
2023,Data Engineer,USD,247300,In-person,United States,M
2023,Data Engineer,USD,139700,In-person,United States,M
2023,AI Engineer,USD,360000,In-person,United States,M
2023,AI Engineer,USD,240000,In-person,United States,M
2023,ETL Developer,USD,129100,In-person,United States,M
2023,ETL Developer,USD,111400,In-person,United States,M
2023,Data Analyst,USD,135000,Remote,United States,M
2023,Data Analyst,USD,110000,Remote,United States,M
2023,Machine Learning Engineer,USD,214500,In-person,United States,M
2023,Machine Learning Engineer,USD,132600,In-person,United States,M
2023,Data Analyst,USD,120000,In-person,United States,M
2023,Data Analyst,USD,100000,In-person,United States,M
2023,Machine Learning Engineer,USD,242921,In-person,United States,M
2023,Machine Learning Engineer,USD,170045,In-person,United States,M
2023,Data Engineer,USD,225000,Remote,United States,M
2023,Data Engineer,USD,175000,Remote,United States,M
2023,Data Scientist,USD,180000,In-person,United States,M
2023,Data Scientist,USD,162000,In-person,United States,M
2023,Data Architect,USD,175000,In-person,United States,M
2023,Data Architect,USD,90000,In-person,United States,M
2023,Data Scientist,USD,156450,In-person,United States,M
2023,Data Scientist,USD,119200,In-person,United States,M
2023,Data Scientist,USD,245000,In-person,United States,M
2023,Data Scientist,USD,185000,In-person,United States,M
2023,Machine Learning Engineer,USD,214500,In-person,United States,M
2023,Machine Learning Engineer,USD,132600,In-person,United States,M
2023,Data Scientist,USD,154800,In-person,United States,M
2023,Data Scientist,USD,76300,In-person,United States,M
2023,Data Scientist,USD,178600,In-person,United States,M
2023,Data Scientist,USD,88600,In-person,United States,M
2023,Research Scientist,USD,248100,In-person,United States,M
2023,Research Scientist,USD,145900,In-person,United States,M
2023,Data Analyst,USD,93919,Remote,United States,M
2023,Data Analyst,USD,51962,Remote,United States,M
2023,Data Scientist,USD,207345,Remote,United States,M
2023,Data Scientist,USD,180300,Remote,United States,M
2023,Machine Learning Engineer,USD,200000,In-person,United States,M
2023,Machine Learning Engineer,USD,140000,In-person,United States,M
2023,Analytics Engineer,USD,205000,In-person,United States,M
2023,Analytics Engineer,USD,167500,In-person,United States,M
2023,Data Analyst,USD,140000,Remote,United States,M
2023,Data Analyst,USD,110000,Remote,United States,M
2023,Data Scientist,USD,228045,Remote,United States,M
2023,Data Scientist,USD,198300,Remote,United States,M
2023,Data Engineer,USD,150000,Remote,United States,M
2023,Data Engineer,USD,140000,Remote,United States,M
2023,Data Analyst,USD,100000,In-person,United States,M
2023,Data Analyst,USD,75000,In-person,United States,M
2023,Data Scientist,EUR,45000,In-person,Spain,M
2023,Data Scientist,EUR,36000,In-person,Spain,M
2023,BI Developer,USD,100000,In-person,United States,M
2023,BI Developer,USD,75000,In-person,United States,M
2023,Data Scientist,EUR,72360,In-person,Latvia,M
2023,Data Scientist,EUR,37440,In-person,Latvia,M
2023,Data Modeler,USD,140000,In-person,United States,M
2023,Data Modeler,USD,100000,In-person,United States,M
2023,Data Analytics Manager,USD,125000,In-person,United States,M
2023,Data Analytics Manager,USD,120000,In-person,United States,M
2023,Business Intelligence Analyst,USD,127000,In-person,United States,M
2023,Business Intelligence Analyst,USD,99000,In-person,United States,M
2023,Data Engineer,USD,130000,Remote,United States,M
2023,Data Engineer,USD,120000,Remote,United States,M
2023,Business Intelligence Analyst,USD,194500,Remote,United States,M
2023,Business Intelligence Analyst,USD,132320,Remote,United States,M
