work_year,job_title,job_category,salary_in_usd,work_setting
2023,Data Engineer,Data Engineering,141000,In-person
2023,Cloud Data Engineer,Data Engineering,177177,Remote
2023,Data Scientist,Data Science and Research,240000,In-person
2023,Data Scientist,Data Science and Research,142000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,180000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,105000,Remote
2023,Data Analyst,Data Analysis,80000,Remote
2023,Data Analyst,Data Analysis,60000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,268000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,180000,Remote
2023,Analytics Engineer,Leadership and Management,144628,In-person
2023,Analytics Engineer,Leadership and Management,115702,In-person
2023,Data Analyst,Data Analysis,144000,Remote
2023,Data Analyst,Data Analysis,132000,Remote
2023,Data Analyst,Data Analysis,106400,In-person
2023,Data Analyst,Data Analysis,81800,In-person
2023,Data Analyst,Data Analysis,134200,In-person
2023,Data Analyst,Data Analysis,103200,In-person
2023,Data Analyst,Data Analysis,110000,Remote
2023,Data Analyst,Data Analysis,93500,Remote
2023,Data Engineer,Data Engineering,208200,Remote
2023,Data Engineer,Data Engineering,151200,Remote
2023,Machine Learning Engineer,Machine Learning and AI,240000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,180000,In-person
2023,Data Scientist,Data Science and Research,270000,In-person
2023,Data Scientist,Data Science and Research,220000,In-person
2023,Data Engineer,Data Engineering,194500,In-person
2023,Data Engineer,Data Engineering,115500,In-person
2023,Data Scientist,Data Science and Research,225000,In-person
2023,Data Scientist,Data Science and Research,156400,In-person
2023,Data Analyst,Data Analysis,140000,Remote
2023,Data Analyst,Data Analysis,100000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,193600,In-person
2023,Machine Learning Engineer,Machine Learning and AI,119700,In-person
2023,Machine Learning Engineer,Machine Learning and AI,225000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,199000,In-person
2023,Data Analyst,Data Analysis,50000,Remote
2023,Data Analyst,Data Analysis,40000,Remote
2023,Data Scientist,Data Science and Research,185900,In-person
2023,Data Scientist,Data Science and Research,129300,In-person
2023,Data Analyst,Data Analysis,120000,Remote
2023,Data Analyst,Data Analysis,95000,Remote
2023,Data Analyst,Data Analysis,98432,In-person
2023,Data Analyst,Data Analysis,55368,In-person
2023,Data Scientist,Data Science and Research,225000,In-person
2023,Data Scientist,Data Science and Research,156400,In-person
2023,Analytics Engineering Manager,Leadership and Management,399880,Hybrid
2023,Data Engineer,Data Engineering,41027,Remote
2023,Machine Learning Engineer,Machine Learning and AI,155000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,100000,In-person
2023,Data Analyst,Data Analysis,85000,In-person
2023,Data Analyst,Data Analysis,65000,In-person
2023,Data Architect,Data Architecture and Modeling,280100,Remote
2023,Data Architect,Data Architecture and Modeling,168100,Remote
2023,Machine Learning Scientist,Machine Learning and AI,200000,In-person
2023,Machine Learning Scientist,Machine Learning and AI,120000,In-person
2023,Business Intelligence Engineer,BI and Visualization,185000,In-person
2023,Business Intelligence Engineer,BI and Visualization,79600,In-person
2023,Data Engineer,Data Engineering,149040,Remote
2023,Data Engineer,Data Engineering,113900,Remote
2023,Machine Learning Engineer,Machine Learning and AI,240000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,180000,In-person
2023,Machine Learning Scientist,Machine Learning and AI,165000,Remote
2023,Machine Learning Scientist,Machine Learning and AI,145000,Remote
2023,Machine Learning Scientist,Machine Learning and AI,165000,Remote
2023,Machine Learning Scientist,Machine Learning and AI,145000,Remote
2023,Data Architect,Data Architecture and Modeling,274450,In-person
2023,Data Architect,Data Architecture and Modeling,199600,In-person
2023,Data Engineer,Data Engineering,83500,In-person
2023,Data Engineer,Data Engineering,52500,In-person
2023,Business Intelligence Developer,BI and Visualization,140000,Remote
2023,Business Intelligence Developer,BI and Visualization,76500,Remote
2023,Data Scientist,Data Science and Research,48585,In-person
2023,Data Scientist,Data Science and Research,38868,In-person
2023,Data Architect,Data Architecture and Modeling,306000,Remote
2023,Data Architect,Data Architecture and Modeling,204000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,204500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,142200,In-person
2023,Data Scientist,Data Science and Research,185900,In-person
2023,Data Scientist,Data Science and Research,129300,In-person
2023,Data Analyst,Data Analysis,136000,Remote
2023,Data Analyst,Data Analysis,104000,Remote
2023,Data Engineer,Data Engineering,115000,In-person
2023,Data Engineer,Data Engineering,81500,In-person
2023,Research Scientist,Data Science and Research,280000,Hybrid
2023,Data Scientist,Data Science and Research,250000,Remote
2023,Data Scientist,Data Science and Research,180000,Remote
2023,Data Engineer,Data Engineering,100000,Remote
2023,Data Engineer,Data Engineering,70000,Remote
2023,Data Engineer,Data Engineering,100000,Remote
2023,Data Engineer,Data Engineering,70000,Remote
2023,Data Scientist,Data Science and Research,240000,Remote
2023,Data Scientist,Data Science and Research,157000,Remote
2023,Applied Scientist,Data Science and Research,222200,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,204500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,142200,In-person
2023,Data Analyst,Data Analysis,140700,Remote
2023,Data Analyst,Data Analysis,109600,Remote
2023,Machine Learning Engineer,Machine Learning and AI,278000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,173000,In-person
2023,Data Analyst,Data Analysis,110000,Remote
2023,Data Analyst,Data Analysis,95000,Remote
2023,Data Engineer,Data Engineering,305000,Remote
2023,Data Engineer,Data Engineering,160000,Remote
2023,Data Engineer,Data Engineering,175000,Remote
2023,Data Engineer,Data Engineering,125000,Remote
2023,Data Analyst,Data Analysis,155000,In-person
2023,Data Analyst,Data Analysis,120000,In-person
2023,Data Analyst,Data Analysis,85000,Remote
2023,Data Analyst,Data Analysis,80000,Remote
2023,Data Scientist,Data Science and Research,24000,Remote
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,165400,In-person
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,127300,In-person
2023,Applied Scientist,Data Science and Research,260000,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Business Intelligence Engineer,BI and Visualization,259000,In-person
2023,Business Intelligence Engineer,BI and Visualization,138750,In-person
2023,Decision Scientist,Data Science and Research,185900,In-person
2023,Decision Scientist,Data Science and Research,129300,In-person
2023,Machine Learning Engineer,Machine Learning and AI,273400,In-person
2023,Machine Learning Engineer,Machine Learning and AI,182200,In-person
2023,Data Scientist,Data Science and Research,192000,Remote
2023,Data Scientist,Data Science and Research,178000,Remote
2023,Data Scientist,Data Science and Research,218000,Remote
2023,Data Scientist,Data Science and Research,85000,Remote
2023,Data Specialist,Data Management and Strategy,132000,In-person
2023,Data Specialist,Data Management and Strategy,71500,In-person
2023,Data Engineer,Data Engineering,252000,In-person
2023,Data Engineer,Data Engineering,129000,In-person
2023,Analytics Engineer,Leadership and Management,215050,In-person
2023,Analytics Engineer,Leadership and Management,113100,In-person
2023,Applied Scientist,Data Science and Research,260000,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Data Scientist,Data Science and Research,218000,Remote
2023,Data Scientist,Data Science and Research,85000,Remote
2023,Data Scientist,Data Science and Research,130000,In-person
2023,Data Scientist,Data Science and Research,85000,In-person
2023,Data Engineer,Data Engineering,250000,Remote
2023,Data Engineer,Data Engineering,200000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,220000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,170000,Remote
2023,Data Engineer,Data Engineering,145000,In-person
2023,Data Engineer,Data Engineering,115000,In-person
2023,Data Scientist,Data Science and Research,184000,In-person
2023,Data Scientist,Data Science and Research,123000,In-person
2023,Data Analyst,Data Analysis,75000,Remote
2023,Data Analyst,Data Analysis,65000,Remote
2023,Research Scientist,Data Science and Research,168400,In-person
2023,Research Scientist,Data Science and Research,90700,In-person
2023,Data Engineer,Data Engineering,185900,In-person
2023,Data Engineer,Data Engineering,129300,In-person
2023,Data Scientist,Data Science and Research,258000,In-person
2023,Data Scientist,Data Science and Research,190000,In-person
2023,Data Analyst,Data Analysis,169000,In-person
2023,Data Analyst,Data Analysis,110600,In-person
2023,Data Analyst,Data Analysis,80000,In-person
2023,Data Analyst,Data Analysis,70000,In-person
2023,Data Analyst,Data Analysis,136505,Remote
2023,Data Analyst,Data Analysis,100895,Remote
2023,Machine Learning Engineer,Machine Learning and AI,200000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,150000,Remote
2023,Business Intelligence Engineer,BI and Visualization,202800,In-person
2023,Business Intelligence Engineer,BI and Visualization,104300,In-person
2023,Data Engineer,Data Engineering,275300,Remote
2023,Data Engineer,Data Engineering,183500,Remote
2023,Data Scientist,Data Science and Research,168400,In-person
2023,Data Scientist,Data Science and Research,105200,In-person
2023,Data Architect,Data Architecture and Modeling,240000,Remote
2023,Data Architect,Data Architecture and Modeling,150000,Remote
2023,Data Manager,Leadership and Management,130000,In-person
2023,Data Manager,Leadership and Management,120000,In-person
2023,Data Analyst,Data Analysis,93000,Remote
2023,Applied Scientist,Data Science and Research,248100,In-person
2023,Applied Scientist,Data Science and Research,145900,In-person
2023,Data Analyst,Data Analysis,177000,Remote
2023,Data Analyst,Data Analysis,118000,Remote
2023,Data Analyst,Data Analysis,120350,In-person
2023,Data Analyst,Data Analysis,74400,In-person
2023,Data Engineer,Data Engineering,190000,Remote
2023,Data Engineer,Data Engineering,120000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,237400,In-person
2023,Machine Learning Engineer,Machine Learning and AI,132870,In-person
2023,Research Scientist,Data Science and Research,248100,In-person
2023,Research Scientist,Data Science and Research,145900,In-person
2023,Data Scientist,Data Science and Research,170000,In-person
2023,Data Scientist,Data Science and Research,125000,In-person
2023,Data Engineer,Data Engineering,105000,In-person
2023,Data Engineer,Data Engineering,90000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,317070,In-person
2023,Machine Learning Engineer,Machine Learning and AI,170730,In-person
2023,Machine Learning Engineer,Machine Learning and AI,170000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,125000,In-person
2023,Data Engineer,Data Engineering,158700,In-person
2023,Data Engineer,Data Engineering,123906,In-person
2023,Applied Scientist,Data Science and Research,222200,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Data Engineer,Data Engineering,166000,In-person
2023,Data Engineer,Data Engineering,128000,In-person
2023,Data Engineer,Data Engineering,80976,Remote
2023,Data Engineer,Data Engineering,66940,Remote
2023,Data Engineer,Data Engineering,333500,In-person
2023,Data Engineer,Data Engineering,180500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,242921,In-person
2023,Machine Learning Engineer,Machine Learning and AI,170045,In-person
2023,Research Scientist,Data Science and Research,248100,In-person
2023,Research Scientist,Data Science and Research,145900,In-person
2023,Data Engineer,Data Engineering,92280,Remote
2023,Data Engineer,Data Engineering,76284,Remote
2023,Business Intelligence Engineer,BI and Visualization,225000,In-person
2023,Business Intelligence Engineer,BI and Visualization,156400,In-person
2023,Data Engineer,Data Engineering,257400,Remote
2023,Data Engineer,Data Engineering,210600,Remote
2023,Data Operations Specialist,Data Quality and Operations,65000,In-person
2023,Data Operations Specialist,Data Quality and Operations,50000,In-person
2023,Data Engineer,Data Engineering,293000,In-person
2023,Data Engineer,Data Engineering,180000,In-person
2023,Director of Data Science,Data Science and Research,260000,Remote
2023,Director of Data Science,Data Science and Research,192000,Remote
2023,Machine Learning Scientist,Machine Learning and AI,170000,In-person
2023,Machine Learning Scientist,Machine Learning and AI,125000,In-person
2023,Business Intelligence Data Analyst,Data Analysis,99000,Remote
2023,Data Analyst,Data Analysis,130000,Remote
2023,Data Analyst,Data Analysis,100000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,233000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,166000,In-person
2023,Data Engineer,Data Engineering,185100,Remote
2023,Data Engineer,Data Engineering,127600,Remote
2023,Data Analyst,Data Analysis,105000,Remote
2023,Data Analyst,Data Analysis,80000,Remote
2023,Data Analyst,Data Analysis,160000,Remote
2023,Data Analyst,Data Analysis,55000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,241000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,163000,In-person
2023,Data Scientist,Data Science and Research,120000,Remote
2023,Data Scientist,Data Science and Research,90000,Remote
2023,Data Scientist,Data Science and Research,218000,In-person
2023,Data Scientist,Data Science and Research,118000,In-person
2023,Data Scientist,Data Science and Research,210000,In-person
2023,Data Scientist,Data Science and Research,168000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,311000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,162540,In-person
2023,Insight Analyst,Data Analysis,51676,In-person
2023,Insight Analyst,Data Analysis,43064,In-person
2023,Data Scientist,Data Science and Research,258750,In-person
2023,Data Scientist,Data Science and Research,185000,In-person
2023,Data Scientist,Data Science and Research,225000,In-person
2023,Data Scientist,Data Science and Research,145000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,226600,In-person
2023,Machine Learning Engineer,Machine Learning and AI,140100,In-person
2023,Data Scientist,Data Science and Research,48585,In-person
2023,Data Scientist,Data Science and Research,38868,In-person
2023,Data Scientist,Data Science and Research,190000,In-person
2023,Data Scientist,Data Science and Research,165000,In-person
2023,Data Scientist,Data Science and Research,175000,Remote
2023,Data Scientist,Data Science and Research,160000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,247500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,172200,In-person
2023,Machine Learning Engineer,Machine Learning and AI,247500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,172200,In-person
2023,Data Engineer,Data Engineering,153600,In-person
2023,Data Engineer,Data Engineering,106800,In-person
2023,Business Intelligence Developer,BI and Visualization,140000,In-person
2023,Business Intelligence Developer,BI and Visualization,76500,In-person
2023,ETL Developer,Data Engineering,182850,Remote
2023,ETL Developer,Data Engineering,113000,Remote
2023,Data Engineer,Data Engineering,150000,Remote
2023,Data Engineer,Data Engineering,120000,Remote
2023,Data Analyst,Data Analysis,105000,Remote
2023,Data Analyst,Data Analysis,95000,Remote
2023,Data Architect,Data Architecture and Modeling,306000,Remote
2023,Data Architect,Data Architecture and Modeling,204000,Remote
2023,Data Scientist,Data Science and Research,160000,Remote
2023,Data Scientist,Data Science and Research,135000,Remote
2023,Data Architect,Data Architecture and Modeling,104584,In-person
2023,Data Architect,Data Architecture and Modeling,92280,In-person
2023,Data Analyst,Data Analysis,126000,In-person
2023,Data Analyst,Data Analysis,86400,In-person
2023,Data Engineer,Data Engineering,232760,Remote
2023,Data Engineer,Data Engineering,169280,Remote
2023,Data Analyst,Data Analysis,136000,Remote
2023,Data Analyst,Data Analysis,104000,Remote
2023,Data Scientist,Data Science and Research,185900,In-person
2023,Data Scientist,Data Science and Research,129300,In-person
2023,Data Scientist,Data Science and Research,168000,Remote
2023,Data Scientist,Data Science and Research,130000,Remote
2023,Data Scientist,Data Science and Research,185900,In-person
2023,Data Scientist,Data Science and Research,129300,In-person
2023,Data Engineer,Data Engineering,162500,In-person
2023,Data Engineer,Data Engineering,130000,In-person
2023,Data Scientist,Data Science and Research,240350,Remote
2023,Data Scientist,Data Science and Research,174800,Remote
2023,Machine Learning Engineer,Machine Learning and AI,247500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,172200,In-person
2023,Data Engineer,Data Engineering,154000,In-person
2023,Data Engineer,Data Engineering,116000,In-person
2023,Data Scientist,Data Science and Research,168000,Remote
2023,Data Scientist,Data Science and Research,130000,Remote
2023,Data Analyst,Data Analysis,153600,Remote
2023,Data Analyst,Data Analysis,107500,Remote
2023,Data Analyst,Data Analysis,94100,In-person
2023,Data Analyst,Data Analysis,72400,In-person
2023,ML Engineer,Machine Learning and AI,178000,Remote
2023,ML Engineer,Machine Learning and AI,152000,Remote
2023,Applied Scientist,Data Science and Research,192000,Remote
2023,Applied Scientist,Data Science and Research,164000,Remote
2023,Data Scientist,Data Science and Research,233200,Remote
2023,Data Scientist,Data Science and Research,140000,Remote
2023,Data Engineer,Data Engineering,194000,In-person
2023,Data Engineer,Data Engineering,161000,In-person
2023,Business Intelligence Engineer,BI and Visualization,225000,In-person
2023,Business Intelligence Engineer,BI and Visualization,156400,In-person
2023,NLP Engineer,Machine Learning and AI,210000,Remote
2023,NLP Engineer,Machine Learning and AI,160000,Remote
2023,Data Analyst,Data Analysis,153600,Remote
2023,Data Analyst,Data Analysis,107500,Remote
2023,Data Engineer,Data Engineering,185900,In-person
2023,Data Engineer,Data Engineering,129300,In-person
2023,Data Scientist,Data Science and Research,145000,Remote
2023,Data Scientist,Data Science and Research,120000,Remote
2023,Data Analyst,Data Analysis,206000,In-person
2023,Data Analyst,Data Analysis,130000,In-person
2023,Data Analyst,Data Analysis,153600,Remote
2023,Data Analyst,Data Analysis,107500,Remote
2023,Data Engineer,Data Engineering,146100,In-person
2023,Data Engineer,Data Engineering,112400,In-person
2023,Data Engineer,Data Engineering,241000,In-person
2023,Data Engineer,Data Engineering,155000,In-person
2023,Data Engineer,Data Engineering,194500,In-person
2023,Data Engineer,Data Engineering,115500,In-person
2023,Data Specialist,Data Management and Strategy,110000,In-person
2023,Data Specialist,Data Management and Strategy,70000,In-person
2023,ML Engineer,Machine Learning and AI,199000,Remote
2023,ML Engineer,Machine Learning and AI,145000,Remote
2023,Data Scientist,Data Science and Research,200000,Remote
2023,Data Scientist,Data Science and Research,170000,Remote
2023,Data Scientist,Data Science and Research,150120,Remote
2023,Data Scientist,Data Science and Research,120096,Remote
2023,Machine Learning Engineer,Machine Learning and AI,253000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,168000,Remote
2023,Data Scientist,Data Science and Research,200000,Remote
2023,Data Scientist,Data Science and Research,170000,Remote
2023,Decision Scientist,Data Science and Research,185900,In-person
2023,Decision Scientist,Data Science and Research,129300,In-person
2023,Analytics Engineer,Leadership and Management,178600,In-person
2023,Analytics Engineer,Leadership and Management,142880,In-person
2023,Data Science Manager,Data Science and Research,255000,In-person
2023,Data Science Manager,Data Science and Research,169000,In-person
2023,Data Scientist,Data Science and Research,155000,In-person
2023,Data Scientist,Data Science and Research,100000,In-person
2023,Data Engineer,Data Engineering,151410,In-person
2023,Data Engineer,Data Engineering,144200,In-person
2023,Data Scientist,Data Science and Research,151410,Remote
2023,Data Scientist,Data Science and Research,115360,Remote
2023,Data Engineer,Data Engineering,252000,In-person
2023,Data Engineer,Data Engineering,129000,In-person
2023,Analytics Engineer,Leadership and Management,193170,In-person
2023,Analytics Engineer,Leadership and Management,116480,In-person
2023,Applied Scientist,Data Science and Research,250000,In-person
2023,Applied Scientist,Data Science and Research,125000,In-person
2023,Data Engineer,Data Engineering,146000,Remote
2023,Data Engineer,Data Engineering,94000,Remote
2023,Director of Data Science,Data Science and Research,246080,In-person
2023,Director of Data Science,Data Science and Research,203016,In-person
2023,Head of Data,Leadership and Management,135344,Remote
2023,Head of Data,Leadership and Management,110736,Remote
2023,Applied Scientist,Data Science and Research,260000,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Head of Data,Leadership and Management,329500,In-person
2023,Head of Data,Leadership and Management,269600,In-person
2023,Data Architect,Data Architecture and Modeling,250500,In-person
2023,Data Architect,Data Architecture and Modeling,159500,In-person
2023,Data Analyst,Data Analysis,115000,In-person
2023,Data Analyst,Data Analysis,105000,In-person
2023,Research Scientist,Data Science and Research,250000,In-person
2023,Research Scientist,Data Science and Research,170000,In-person
2023,Research Scientist,Data Science and Research,198800,In-person
2023,Research Scientist,Data Science and Research,105200,In-person
2023,Data Analyst,Data Analysis,94035,Remote
2023,Data Analyst,Data Analysis,57920,Remote
2023,Applied Scientist,Data Science and Research,222200,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Data Analyst,Data Analysis,113600,In-person
2023,Data Analyst,Data Analysis,60000,In-person
2023,Data Engineer,Data Engineering,150000,Remote
2023,Data Engineer,Data Engineering,130000,Remote
2023,Data Scientist,Data Science and Research,256000,Remote
2023,Data Scientist,Data Science and Research,160000,Remote
2023,Data Engineer,Data Engineering,180000,Remote
2023,Data Engineer,Data Engineering,165000,Remote
2023,Data Analyst,Data Analysis,116000,Remote
2023,Data Analyst,Data Analysis,78000,Remote
2023,Computer Vision Engineer,Machine Learning and AI,245000,In-person
2023,Computer Vision Engineer,Machine Learning and AI,210000,In-person
2023,Data Analyst,Data Analysis,115934,Remote
2023,Data Analyst,Data Analysis,81666,Remote
2023,Machine Learning Engineer,Machine Learning and AI,283200,In-person
2023,Machine Learning Engineer,Machine Learning and AI,188800,In-person
2023,Research Scientist,Data Science and Research,220000,In-person
2023,Research Scientist,Data Science and Research,150000,In-person
2023,Applied Scientist,Data Science and Research,192000,Remote
2023,Applied Scientist,Data Science and Research,164000,Remote
2023,Business Data Analyst,Data Analysis,36000,In-person
2023,Research Scientist,Data Science and Research,205640,In-person
2023,Research Scientist,Data Science and Research,142600,In-person
2023,Data Engineer,Data Engineering,193200,Remote
2023,Data Engineer,Data Engineering,156400,Remote
2023,Machine Learning Engineer,Machine Learning and AI,196000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,121000,In-person
2023,Data Engineer,Data Engineering,72000,Remote
2023,Data Engineer,Data Engineering,48000,Remote
2023,Data Engineer,Data Engineering,165000,In-person
2023,Data Engineer,Data Engineering,132300,In-person
2023,Data Scientist,Data Science and Research,244000,In-person
2023,Data Scientist,Data Science and Research,197000,In-person
2023,Data Science Manager,Data Science and Research,328000,In-person
2023,Data Science Manager,Data Science and Research,211000,In-person
2023,Data Scientist,Data Science and Research,237000,Remote
2023,Data Scientist,Data Science and Research,201450,Remote
2023,ML Engineer,Machine Learning and AI,229000,In-person
2023,ML Engineer,Machine Learning and AI,206000,In-person
2023,Data Scientist,Data Science and Research,231000,Remote
2023,Data Scientist,Data Science and Research,134000,Remote
2023,ML Engineer,Machine Learning and AI,183750,In-person
2023,ML Engineer,Machine Learning and AI,165400,In-person
2023,Data Engineer,Data Engineering,175000,In-person
2023,Data Engineer,Data Engineering,125000,In-person
2023,Analytics Engineer,Leadership and Management,152900,Remote
2023,Analytics Engineer,Leadership and Management,117700,Remote
2023,Data Scientist,Data Science and Research,285800,In-person
2023,Data Scientist,Data Science and Research,154600,In-person
2023,Data Operations Engineer,Data Quality and Operations,289120,In-person
2023,Data Operations Engineer,Data Quality and Operations,192400,In-person
2023,Staff Data Analyst,Data Analysis,179998,Remote
2023,Data Scientist,Data Science and Research,35000,In-person
2023,Data Engineer,Data Engineering,230000,In-person
2023,Data Engineer,Data Engineering,166000,In-person
2023,AWS Data Architect,Data Architecture and Modeling,258000,Remote
2023,Data Scientist,Data Science and Research,225000,In-person
2023,Data Scientist,Data Science and Research,156400,In-person
2023,Data Engineer,Data Engineering,190000,Remote
2023,Data Engineer,Data Engineering,150000,Remote
2023,Data Scientist,Data Science and Research,196000,In-person
2023,Data Scientist,Data Science and Research,121000,In-person
2023,Data Scientist,Data Science and Research,219000,In-person
2023,Data Scientist,Data Science and Research,141000,In-person
2023,Data Engineer,Data Engineering,230000,In-person
2023,Data Engineer,Data Engineering,206000,In-person
2023,Applied Scientist,Data Science and Research,192000,In-person
2023,Applied Scientist,Data Science and Research,164000,In-person
2023,ML Engineer,Machine Learning and AI,300000,In-person
2023,ML Engineer,Machine Learning and AI,260000,In-person
2023,Data Analyst,Data Analysis,147000,Remote
2023,Data Analyst,Data Analysis,92000,Remote
2023,Machine Learning Engineer,Machine Learning and AI,200000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,140000,In-person
2023,Data Manager,Leadership and Management,110000,In-person
2023,Data Manager,Leadership and Management,70000,In-person
2023,Data Engineer,Data Engineering,284310,In-person
2023,Data Engineer,Data Engineering,153090,In-person
2023,Machine Learning Engineer,Machine Learning and AI,261500,In-person
2023,Machine Learning Engineer,Machine Learning and AI,134500,In-person
2023,Product Data Analyst,Data Analysis,83200,Hybrid
2023,Data Engineer,Data Engineering,204500,In-person
2023,Data Engineer,Data Engineering,142200,In-person
2023,Data Analyst,Data Analysis,145000,Remote
2023,Data Analyst,Data Analysis,106000,Remote
2023,Data Scientist,Data Science and Research,190000,Remote
2023,Data Scientist,Data Science and Research,160000,Remote
2023,Analytics Engineer,Leadership and Management,275300,Remote
2023,Analytics Engineer,Leadership and Management,183500,Remote
2023,Data Engineer,Data Engineering,147648,In-person
2023,Data Engineer,Data Engineering,123040,In-person
2023,ETL Developer,Data Engineering,182850,Remote
2023,ETL Developer,Data Engineering,113000,Remote
2023,Business Intelligence Engineer,BI and Visualization,202800,In-person
2023,Business Intelligence Engineer,BI and Visualization,104300,In-person
2023,Data Engineer,Data Engineering,215000,In-person
2023,Data Engineer,Data Engineering,175000,In-person
2023,Data Scientist,Data Science and Research,228856,Remote
2023,Data Scientist,Data Science and Research,144540,Remote
2023,Data Engineer,Data Engineering,162500,In-person
2023,Data Engineer,Data Engineering,130000,In-person
2023,Data Scientist,Data Science and Research,140000,Remote
2023,Data Scientist,Data Science and Research,115000,Remote
2023,Data Engineer,Data Engineering,136600,Remote
2023,Data Engineer,Data Engineering,109280,Remote
2023,Machine Learning Engineer,Machine Learning and AI,221000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,185000,In-person
2023,Data Analyst,Data Analysis,84000,Remote
2023,Data Analyst,Data Analysis,60000,Remote
2023,Analytics Engineer,Leadership and Management,73824,In-person
2023,Analytics Engineer,Leadership and Management,61520,In-person
2023,BI Data Analyst,Data Analysis,70000,Remote
2021,Machine Learning Developer,Machine Learning and AI,60000,Remote
2023,Research Engineer,Data Science and Research,281000,In-person
2023,Research Engineer,Data Science and Research,196000,In-person
2023,Data Engineer,Data Engineering,146000,In-person
2023,Data Engineer,Data Engineering,94000,In-person
2023,Data Integration Specialist,Data Management and Strategy,69500,Remote
2023,Data Integration Specialist,Data Management and Strategy,46400,Remote
2023,Data Engineer,Data Engineering,185000,Remote
2023,Data Engineer,Data Engineering,150000,Remote
2023,Data Engineer,Data Engineering,145000,In-person
2023,Data Engineer,Data Engineering,115000,In-person
2023,Data Engineer,Data Engineering,254000,In-person
2023,Data Engineer,Data Engineering,200000,In-person
2023,Applied Scientist,Data Science and Research,260000,In-person
2023,Applied Scientist,Data Science and Research,136000,In-person
2023,Data Scientist,Data Science and Research,281000,In-person
2023,Data Scientist,Data Science and Research,181000,In-person
2023,Data Architect,Data Architecture and Modeling,285000,Remote
2023,Data Architect,Data Architecture and Modeling,210000,Remote
2023,Data Analyst,Data Analysis,69525,Remote
2023,Data Analyst,Data Analysis,61800,Remote
2023,Data Scientist,Data Science and Research,192000,In-person
2023,Data Scientist,Data Science and Research,164000,In-person
2023,ML Engineer,Machine Learning and AI,178000,In-person
2023,ML Engineer,Machine Learning and AI,152000,In-person
2023,BI Developer,BI and Visualization,160000,Remote
2023,Data Scientist,Data Science and Research,40000,Remote
2023,Data Analyst,Data Analysis,125000,In-person
2023,Data Analyst,Data Analysis,95000,In-person
2023,Data Visualization Analyst,BI and Visualization,130000,In-person
2023,Data Visualization Analyst,BI and Visualization,110000,In-person
2023,Data Scientist,Data Science and Research,48585,In-person
2023,Data Scientist,Data Science and Research,38868,In-person
2023,Data Engineer,Data Engineering,145000,In-person
2023,Data Engineer,Data Engineering,120000,In-person
2023,Machine Learning Engineer,Machine Learning and AI,283200,In-person
2023,Machine Learning Engineer,Machine Learning and AI,188800,In-person
2023,Research Engineer,Data Science and Research,225000,In-person
2023,Research Engineer,Data Science and Research,168000,In-person
2023,Data Scientist,Data Science and Research,140000,In-person
2023,Data Scientist,Data Science and Research,105000,In-person
2023,Data Scientist,Data Science and Research,130001,Remote
2023,Data Scientist,Data Science and Research,71907,Remote
